ID,Screen,Country / company,Claim,Source (APA),Link,Retrieved,Verified by,Notes,Quote
CR-12,money matters,Crocs / Both,"Crocs reported full-year 2025 consolidated revenues of $4,041 million, a decrease of 1.5% versus 2024.","Crocs, Inc. (2026). Crocs, Inc. reports fourth quarter and full-year 2025 results; issues first quarter and full-year 2026 outlook [Press release]. PR Newswire.",https://www.prnewswire.com/news-releases/crocs-inc-reports-fourth-quarter-and-full-year-2025-results-issues-first-quarter-and-full-year-2026-outlook-302685680.html,2026-09-13,,,"Consolidated revenues were $4,041 million, a decrease of 1.5%"
CR-13,money matters,Crocs / Both,"For full-year 2025 the Crocs Brand grew 1.5% to $3,326 million while HEYDUDE fell 13.3% to $715 million.","Crocs, Inc. (2026). Crocs, Inc. reports fourth quarter and full-year 2025 results; issues first quarter and full-year 2026 outlook [Press release]. PR Newswire.",https://www.prnewswire.com/news-releases/crocs-inc-reports-fourth-quarter-and-full-year-2025-results-issues-first-quarter-and-full-year-2026-outlook-302685680.html,2026-09-13,,,"Revenues increased 1.5% to $3,326 million"
CR-14,money matters,Crocs / Both,"Crocs Brand international revenues reached $1,616 million in 2025, up 11.9%, while total 2026 revenue guidance is down about 1% to up slightly.","Crocs, Inc. (2026). Crocs, Inc. reports fourth quarter and full-year 2025 results; issues first quarter and full-year 2026 outlook [Press release]. PR Newswire.",https://www.prnewswire.com/news-releases/crocs-inc-reports-fourth-quarter-and-full-year-2025-results-issues-first-quarter-and-full-year-2026-outlook-302685680.html,2026-09-13,,,revenues to be down approximately 1% to up slightly compared to full-year 2025
CR-15,money matters,Crocs / Both,"International sales were 48.6% of Crocs Brand revenues in 2025, and digital sales were 37.8% of consolidated revenues.","Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,international sales in 2025 were 48.6% of Crocs Brand revenues
CR-16,money matters,Crocs / Both,In the third quarter of 2025 Crocs' consolidated revenues fell 6.2% to $996 million and gross margin declined 110 basis points to 58.5%.,"Crocs, Inc. (2025). Crocs, Inc. reports third quarter 2025 results [Press release]. PR Newswire.",https://www.prnewswire.com/news-releases/crocs-inc-reports-third-quarter-2025-results-302599059.html,2026-09-13,,,"Gross margin, on a reported and adjusted basis, declined 110 basis points to 58.5%"
CR-17,local knowledge,Crocs / Singapore,"Crocs operated 18 Crocs Brand company-operated stores in Singapore as of December 31, 2025, up from 17 a year earlier.","Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,Singapore
CR-18,itinerary,Crocs / Singapore,"Crocs relies on third-party operated distribution centres in Singapore among eleven countries listed in its FY2025 10-K, making Singapore part of its Asia logistics footprint.","Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,"third-party operated distribution centers located in the United States, Japan, China, Australia, South Korea, Singapore, India"
CR-19,local knowledge,Crocs / Singapore,"Crocs Asia Pte. Ltd. (UEN 200416227Z) was incorporated in Singapore on 16 December 2004 and its registered address is 11 North Buona Vista Drive #04-07, The Metropolis, Singapore 138589.",SGPBusiness. (n.d.). Crocs Asia Pte. Ltd. (200416227Z) Singapore company profile.,https://www.sgpbusiness.com/company/Crocs-Asia-Pte-Ltd,2026-09-13,,,11 NORTH BUONA VISTA DRIVE #04-07 THE METROPOLIS SINGAPORE (138589)
CR-20,itinerary,Crocs / Singapore,"Crocs' Singapore office at The Metropolis covers 18,000 square feet and was completed in 2018, designed by SCA Design.","Officelovin'. (2019, September). A look inside Crocs' new Singapore office.",https://www.officelovin.com/2019/09/a-look-inside-crocs-new-singapore-office/,2026-09-13,,,"18,000 square feet"
CR-21,political weather,Crocs / Vietnam,"On July 2, 2025 the United States and Vietnam announced a trade framework imposing a 20% tariff on most Vietnamese exports and a 40% levy on goods transshipped through Vietnam from third countries.","Vietnam Briefing. (2025). Vietnam-US trade deal 2025: Summary, impacts and strategic responses. Dezan Shira & Associates.",https://www.vietnam-briefing.com/news/vietnam-us-trade-deal-2025-summary-impacts-and-strategic-responses.html/,2026-09-13,,,a 20 percent tariff on most Vietnamese exports and a 40 percent levy on goods transshipped through Vietnam from third countries
CR-22,dangers economy,Crocs / Vietnam,"Vietnam earned nearly $29 billion from footwear exports in 2025, up 5% year on year, with the United States importing $11.01 billion and the EU $6.88 billion.","VnEconomy. (2026, January 29). Vietnam's footwear exports gain $29 bln in 2025.",https://en.vneconomy.vn/vietnams-footwear-exports-gain-29-bln-in-2025.htm,2026-09-13,,,"nearly $29 billion from footwear exports in 2025, up 5% year-on-year"
CR-23,political weather,Crocs / Vietnam,"Under the EU-Vietnam Free Trade Agreement, 37% of footwear tariff lines were eliminated when the agreement entered into force on August 1, 2020, with the remaining 63% phased out over 3, 5 or 7 years.","WTO Center, Vietnam Chamber of Commerce and Industry. (n.d.). EVFTA opportunities for Vietnamese footwear products.",https://wtocenter.vn/german-market/19094-evfta-opportunities-for-vietnamese-footwear-products,2026-09-13,,,"eliminated 37% of tariff lines at entry into force of the Agreement (August 1, 2020)"
CR-24,local knowledge,Crocs / Vietnam,"Crocs does not own factories; besides Vietnam it uses additional third-party manufacturers for the Crocs Brand in China, Indonesia, India and Mexico, among other countries.","Crocs, Inc. (2025). Annual report (Form 10-K) for the fiscal year ended December 31, 2024. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403625000009/crox-20241231.htm,2026-09-13,,,"We have additional third-party manufacturers in China, Indonesia, India, and Mexico, among other countries"
CR-25,dangers economy,Crocs / Vietnam,"Before the 2025 shift, HEYDUDE was overwhelmingly China-based: about 58% of HEYDUDE Brand production was in China in 2024 and 83% in 2023.","Crocs, Inc. (2025). Annual report (Form 10-K) for the fiscal year ended December 31, 2024. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403625000009/crox-20241231.htm,2026-09-13,,,"approximately 58% and 83%, respectively, of our HEYDUDE Brand production was in China"
MC-1,local knowledge,Mastercard / Singapore,"Mastercard states that its Singapore office serves as the company's Asia Pacific headquarters; the Bugis-area office houses a Mastercard Experience Center, studio space and e-learning lounges.",Mastercard. (n.d.). Jobs in Singapore. Mastercard Careers.,https://careers.mastercard.com/us/en/singapore,2026-09-13,,,"The Singapore office serves as Mastercard's Asia Pacific headquarters, where innovation, creativity, and collaboration come to life."
MC-2,itinerary,Mastercard / Singapore,"The Mastercard Experience Center in Singapore is one of six such centres globally alongside London, Stockholm, Dubai, Mexico City and New York, and serves clients across Asia Pacific.",Mastercard. (2023). Mastercard Experience Center brings the future of commerce to life [Press release].,https://www.mastercard.com/news/ap/en/newsroom/press-releases/en/2023/mastercard-experience-center-brings-the-future-of-commerce-to-life/,2026-09-13,,,"one of six MECs globally, with others located in London, Stockholm, Dubai, Mexico City and New York City"
MC-3,itinerary,Mastercard / Singapore,"Mastercard announced the Singapore Experience Center on July 28, 2023 as an innovation space and R&D lab hosting customer workshops and executive roundtables.","Mastercard. (2023, July 28). Mastercard Experience Center brings the future of commerce to life [Press release]. PR Newswire.",https://www.prnewswire.com/apac/news-releases/mastercard-experience-center-brings-the-future-of-commerce-to-life-301888039.html,2026-09-13,,,The Mastercard Experience Center is designed as a portal to that future
MC-4,local knowledge,Mastercard / Singapore,"On April 6, 2026 Mastercard said it will open a regional AI Centre of Excellence in Singapore later in 2026, described as its largest innovation space in Asia Pacific.","Mastercard. (2026, April 6). Mastercard powering ASEAN's AI ambitions in the future of payments [Press release].",https://www.mastercard.com/news/ap/en/newsroom/press-releases/en/2026/mastercard-powering-asean-s-ai-ambitions-in-the-future-of-payments/,2026-09-13,,,Mastercard's largest innovation space in Asia Pacific
MC-5,money matters,Mastercard / Both,"Mastercard launched authenticated agentic transactions across ASEAN starting with Singapore and Malaysia on April 6, 2026, tested region-wide with United Overseas Bank.","Mastercard. (2026, April 6). Mastercard powering ASEAN's AI ambitions in the future of payments [Press release].",https://www.mastercard.com/news/ap/en/newsroom/press-releases/en/2026/mastercard-powering-asean-s-ai-ambitions-in-the-future-of-payments/,2026-09-13,,,"The first wave of authenticated agentic transactions across ASEAN shows how quickly the region is embracing secure, AI-enabled commerce."
MC-6,money matters,Mastercard / Singapore,"On March 4, 2026 Mastercard completed its first live agentic transaction in Singapore with DBS Bank and UOB, an AI agent booking a ride to Changi Airport using Payment Passkeys.","Mastercard. (2026, March 4). Mastercard delivers its first live agentic transaction in Singapore with DBS and UOB [Press release].",https://www.mastercard.com/news/ap/en/newsroom/press-releases/en/2026/mastercard-delivers-its-first-live-agentic-transaction-in-singapore-with-dbs-and-uob/,2026-09-13,,,Mastercard's first live agentic transaction shows how innovation can be brought into everyday services responsibly and securely
MC-7,dangers government,Mastercard / Singapore,"Singapore's Payment Services Act came into force on 28 January 2020 and creates three licence classes: money-changing, standard payment institution and major payment institution.",Monetary Authority of Singapore. (n.d.). A guide to the Payment Services Act 2019.,https://www.mas.gov.sg/-/media/mas/regulations-and-financial-stability/regulations-guidance-and-licensing/payment-service-providers/guide-to-the-payment-services-act-2019.pdf,2026-09-13,,,The PS Act came into force on 28 January 2020
MC-8,dangers government,Mastercard / Singapore,"The Payment Services Act regulates seven payment services, including merchant acquisition, cross-border money transfer, e-money issuance and digital payment token services.",Monetary Authority of Singapore. (n.d.). A guide to the Payment Services Act 2019.,https://www.mas.gov.sg/-/media/mas/regulations-and-financial-stability/regulations-guidance-and-licensing/payment-service-providers/guide-to-the-payment-services-act-2019.pdf,2026-09-13,,,"account issuance service, domestic money transfer service, cross-border money transfer service, merchant acquisition service, e-money issuance service"
MC-9,money matters,Mastercard / Singapore,"Singapore and India linked PayNow and UPI for real-time cross-border payments on 21 February 2023, initially capped at SGD 200 per transaction and SGD 500 per day via DBS and Liquid Group.","Monetary Authority of Singapore. (2023, February 21). Launch of real-time payments between Singapore and India [Media release].",https://www.mas.gov.sg/news/media-releases/2023/launch-of-real-time-payments-between-singapore-and-india,2026-09-13,,,"up to SGD200 per transaction, capped at SGD500 per day"
MC-10,dangers government,Mastercard / Singapore,On 4 July 2025 MAS imposed S$27.45 million (about US$21.55 million) in penalties on nine financial institutions for anti-money-laundering breaches linked to Singapore's S$3 billion 2023 laundering case.,"South China Morning Post. (2025, July 4). Singapore fines 9 firms US$22 million over mega money laundering case.",https://www.scmp.com/week-asia/economics/article/3316965/singapore-fines-9-firms-us22-million-over-mega-money-laundering-case,2026-09-13,,,S$27.45 million (US$21.55 million)
MC-11,dangers government,Mastercard / Singapore,"The 2023 Singapore money laundering case involved about S$3 billion (US$2.36 billion), and by December 2024 roughly S$2.79 billion had been surrendered to the state.","South China Morning Post. (2025, July 4). Singapore fines 9 firms US$22 million over mega money laundering case.",https://www.scmp.com/week-asia/economics/article/3316965/singapore-fines-9-firms-us22-million-over-mega-money-laundering-case,2026-09-13,,,S$3 billion (US$2.36 billion)
MC-12,local knowledge,Mastercard / Vietnam,"Mastercard announced a representative office in Ho Chi Minh City on December 30, 2008, to deepen work with Vietnam-based banks, merchants and consumers.","American Banker. (2008, December 30). Mastercard to open office in Ho Chi Minh City.",https://www.americanbanker.com/payments/news/mastercard-to-open-office-in-ho-chi-minh-city,2026-09-13,,,"The representative office will enable MasterCard to further enhance its working relationships with Vietnam-based banks, merchants and consumers"
MC-13,money matters,Mastercard / Vietnam,"On October 15, 2024 NAPAS and Mastercard announced Vietnam's first co-badged domestic-international card, with nine issuing banks including Agribank, BIDV, VietinBank and Sacombank.","National Payment Corporation of Vietnam. (2024, October 15). Mastercard and NAPAS jointly announce a collaboration to introduce the first co-badged card with banks in Vietnam.",https://en.napas.com.vn/mastercard-and-napas-jointly-announce-a-collaboration-to-introduce-the-first-co-badged-card-with-banks-in-vietnam-184241015164930066.htm,2026-09-13,,,"As the world of work, commerce, and technology swiftly evolves, Mastercard stands at the forefront, ready to drive digital transformation in Vietnam."
MC-14,local knowledge,Mastercard / Vietnam,"NAPAS' domestic network covers more than 600,000 payment acceptance points and 20,000 ATMs in Vietnam, which the co-badged card pairs with Mastercard's global acceptance.","National Payment Corporation of Vietnam. (2024, October 15). Mastercard and NAPAS jointly announce a collaboration to introduce the first co-badged card with banks in Vietnam.",https://en.napas.com.vn/mastercard-and-napas-jointly-announce-a-collaboration-to-introduce-the-first-co-badged-card-with-banks-in-vietnam-184241015164930066.htm,2026-09-13,,,"600,000+ payment acceptance points in Vietnam"
MC-15,itinerary,Mastercard / Vietnam,"On September 9, 2024 FPT IS and Mastercard partnered to supply open-loop EMV payment technology for smart ticketing on Ho Chi Minh City Metro Line 1 (Ben Thanh-Suoi Tien), expected to carry 40,000 passengers daily initially.","FPT IS. (2024, September 9). FPT IS partners with Mastercard to adopt payment technology in smart ticketing and traffic management systems for Metro Line 1 in Ho Chi Minh City.",https://fpt-is.com/en/fpt-is-partners-with-mastercard-to-adopt-payment-technology-in-smart-ticketing-and-traffic-management-systems-for-metro-line-1-in-ho-chi-minh-city/,2026-09-13,,,"Mastercard and its partners aim to provide users with a sense of security, satisfaction and a smooth experience."
MC-16,money matters,Mastercard / Vietnam,"Mastercard reported on June 18, 2025 that Vietnam recorded a 92% compound annual growth rate in contactless transaction volume from Q4 2022 to Q4 2024.","Vietnam News. (2025, June 18). Mastercard reaffirms commitment to supporting Viet Nam's cashless future.",https://vietnamnews.vn/economy/1719777/mastercard-reaffirms-commitment-to-supporting-viet-nam-s-cashless-future.html,2026-09-13,,,"fueled by an increasingly advanced and secure payment ecosystem, driven by technologies such as Tap to Pay and tokenisation"
MC-17,money matters,Mastercard / Vietnam,"Mastercard's June 2025 Vietnam commitments included a Pay by Account solution with VPBank, Metro Line 1 contactless ticketing with HURC1, and the NAPAS co-badged card.","Vietnam News. (2025, June 18). Mastercard reaffirms commitment to supporting Viet Nam's cashless future.",https://vietnamnews.vn/economy/1719777/mastercard-reaffirms-commitment-to-supporting-viet-nam-s-cashless-future.html,2026-09-13,,,Mastercard Pay Local allows international travelers to use digital wallets
MC-18,dangers government,Mastercard / Vietnam,"Under State Bank of Vietnam Decision No. 2345, from July 1 (2024) online transfers above VND 10 million, or over VND 20 million in a day, require biometric authentication.",Vietnam News. (2024). Transfers of over VND10 million will require biometric authentication starting July 1st.,https://vietnamnews.vn/economy/1656202/transfers-of-over-vnd10-million-will-require-biometric-authentication-starting-july-1st.html,2026-09-13,,,"another layer of security, on top of SMS OTP and soft OTP"
MC-19,dangers government,Mastercard / Vietnam,"Vietnam's Decree No. 52/2024/ND-CP took effect on July 1, 2024, replacing Decree 101/2012 and introducing the country's first legal definition of e-money plus rules for intermediary payment services with international elements.",Tilleke & Gibbins. (2024). Vietnam's new decree on non-cash payments.,https://www.tilleke.com/insights/vietnams-new-decree-on-non-cash-payments/,2026-09-13,,,officially replace Decree No. 101/2012
MC-20,dangers government,Mastercard / Vietnam,Decree 52 gives commercial banks and foreign bank branches 24 months to comply with its rules on participation in international payment systems.,Tilleke & Gibbins. (2024). Vietnam's new decree on non-cash payments.,https://www.tilleke.com/insights/vietnams-new-decree-on-non-cash-payments/,2026-09-13,,,Commercial banks and foreign bank branches have 24 months to comply with Decree 52 for international payment system participation
MC-21,dangers government,Mastercard / Vietnam,The State Bank of Vietnam dropped its proposed 49% cap on foreign ownership in e-payment businesses from the revised draft decree.,DealStreetAsia. (n.d.). Vietnam to remove 49% foreign ownership cap for payment firms.,https://www.dealstreetasia.com/stories/vietnam-regulation-e-payment-174269,2026-09-13,,,has removed its proposal of a 49 per cent foreign ownership limit in e-payment businesses
MC-22,dangers government,Mastercard / Vietnam,"Vietnam's Decree 53/2022 took effect on October 1, 2022 and requires foreign providers of services such as online payment to store specified data in Vietnam for at least 24 months and to set up a branch or representative office.","CMS. (2022, August). Vietnam's new cybersecurity law requiring data localisation to take effect on 1 October 2022.",https://cms.law/en/chn/legal-updates/vietnam-s-new-cybersecurity-law-requiring-data-localisation-to-take-effect-on-1-october-2022,2026-09-13,,,store specific types of data in Vietnam for a minimum period of 24 months
MC-23,dangers economy,Mastercard / Vietnam,"The State Bank of Vietnam reported on February 2, 2026 that 2025 cashless payment value reached about 28 times GDP, with individual payment accounts exceeding 232 million by December 2025, up 13.68%.","VietnamPlus. (2026, February 4). 2025 cashless payment value nearly 28 times GDP.",https://en.vietnamplus.vn/2025-cashless-payment-value-nearly-28-times-gdp-post337178.vnp,2026-09-13,,,"exceeded 232 million, up 13.68% compared with the same period in 2024"
MC-24,dangers economy,Mastercard / Vietnam,"Between 2021 and 2025 Vietnam's cashless transactions grew by an average of 58.86% a year in volume and 24.36% a year in value, with QR code payments up 106.24% in volume in 2025.","VietnamPlus. (2026, February 4). 2025 cashless payment value nearly 28 times GDP.",https://en.vietnamplus.vn/2025-cashless-payment-value-nearly-28-times-gdp-post337178.vnp,2026-09-13,,,by an average of 58.86% a year
MC-25,dangers economy,Mastercard / Vietnam,"In the first nine months of 2025 Vietnam's non-cash transactions rose 43.3% year on year in volume, while QR code payments jumped 61.6% in volume and 150.7% in value and ATM transactions fell 16.77%.","Vietnam News. (2025, October 30). Cashless payments soar as QR code transactions skyrocket by 150 per cent.",https://vietnamnews.vn/economy/1728576/cashless-payments-soar-as-qr-code-transactions-skyrocket-by-150-per-cent.html,2026-09-13,,,"QR Code payments led the digital transformation, jumping 61.6 per cent in volume and 150.7 per cent in value"
MC-26,political weather,Mastercard / Both,"Mastercard suspended its network services in Russia on March 5, 2022 following the invasion of Ukraine, a precedent for how sanctions reach card networks used by Singapore and Vietnam banks.","Mastercard Incorporated. (2022, March 5). Mastercard statement on suspension of Russian operations. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1141391/000114139122000062/ma03072022-statement.htm,2026-09-13,,,We have decided to suspend our network services in Russia.
MC-27,money matters,Mastercard / Both,"Mastercard reported 2025 net revenue of $32.8 billion, up 16%, and employed approximately 39,800 people globally, about 70% of them outside the United States in more than 90 countries.","Mastercard Incorporated. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1141391/000114139126000013/ma-20251231.htm,2026-09-13,,,"approximately 39,800 persons globally, of which approximately 70% were employed outside of the U.S. in more than 90 countries"
MC-28,dangers government,Mastercard / Both,"Mastercard's FY2025 10-K flags data localization mandates as a risk, naming India, China and Saudi Arabia as jurisdictions requiring in-country data processing or storage.","Mastercard Incorporated. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1141391/000114139126000013/ma-20251231.htm,2026-09-13,,,"data localization requirements, which mandate the collection, storage, and/or other processing of data within their borders"
MC-29,political weather,Mastercard / Vietnam,"On May 8, 2026 in Hanoi the Vietnam National Authority of Tourism and Mastercard signed a memorandum of understanding for 2026-2030 covering destination marketing, digital integration and market insights.","Mastercard. (2026, May 8). Vietnam National Authority of Tourism and Mastercard announce memorandum of understanding to advance Vietnam's tourism growth [Press release].",https://www.mastercard.com/news/ap/en/newsroom/press-releases/en/2026/vietnam-national-authority-of-tourism-and-mastercard-announce-memorandum-of-understanding-to-advance-vietnam-s-tourism-growth/,2026-09-13,,,"Vietnam is emerging as one of the region's most dynamic tourism markets, with a growing focus on modern and digitally enabled visitor experiences."
MC-30,dangers economy,Mastercard / Vietnam,Mastercard's May 2026 tourism MOU cites 21.2 million international visitors to Vietnam in 2025 and tourism projected to contribute about 14% of GDP by 2030.,"Mastercard. (2026, May 8). Vietnam National Authority of Tourism and Mastercard announce memorandum of understanding to advance Vietnam's tourism growth [Press release].",https://www.mastercard.com/news/ap/en/newsroom/press-releases/en/2026/vietnam-national-authority-of-tourism-and-mastercard-announce-memorandum-of-understanding-to-advance-vietnam-s-tourism-growth/,2026-09-13,,,Tourism is set to play an increasingly critical role in Vietnam's economic future
MC-31,local knowledge,Mastercard / Vietnam,"Mastercard appointed Sharad Jain Country Manager for Vietnam, Cambodia and Laos on September 8, 2025, citing that 94% of Vietnamese consumers used at least one emerging digital payment method in the past year, 7 points above the global average.","Mastercard. (2025, September 8). Mastercard appoints Sharad Jain as country manager for Vietnam, Cambodia and Laos [Press release].",https://www.mastercard.com/news/ap/en/newsroom/press-releases/en/2025/mastercard-appoints-sharad-jain-as-country-manager-for-vietnam-cambodia-and-laos/,2026-09-13,,,94% of Vietnamese consumers have used at least one form of emerging digital payment method in the past year
VN-92,political weather,Both,"On 20 February 2026 the US Supreme Court struck down the IEEPA emergency-powers tariffs; the White House replaced the country-specific rates with a flat 10% surcharge under Section 122, expiring 24 July 2026 unless Congress extends it.","Global Trade Alert. (2026, February 21). From IEEPA to Section 122: What changed on 20 February 2026. Global Trade Alert.",https://globaltradealert.org/blog/from-ieepa-to-section-122,2026-09-15,,,"On 20 February 2026, the Supreme Court struck down President Trump's tariffs imposed under the International Emergency Economic Powers Act (IEEPA)."
VN-93,political weather,Vietnam,"USTR's 2026 Special 301 Report, released April 30, 2026, identified Vietnam as the only Priority Foreign Country for intellectual property, with a decision on a Section 301 investigation due within 30 days.","Office of the United States Trade Representative. (2026, April 30). USTR releases 2026 Special 301 Report on intellectual property protection and enforcement [Press release]. USTR.",https://ustr.gov/about/policy-offices/press-office/press-releases/2026/april/ustr-releases-2026-special-301-report-intellectual-property-protection-and-enforcement,2026-09-15,,,"In this year’s Special 301 Report, USTR identifies Vietnam as a Priority Foreign Country."
VN-94,political weather,Vietnam,"USTR initiated a Section 301 investigation into Vietnam's acts, policies and practices related to intellectual property protection and enforcement on May 29, 2026.","Office of the United States Trade Representative. (2026). Section 301 investigation: Vietnam's acts, policies, and practices related to intellectual property protection and enforcement. USTR.",https://ustr.gov/trade-topics/enforcement/section-301-investigations/section-301-investigation-vietnams-acts-policies-and-practices-related-intellectual-property,2026-09-15,,,"Notice of Initiation – May 29, 2026"
VN-95,political weather,Vietnam,"On July 23, 2026 USTR announced Section 301 duties on economies found not to prohibit and enforce against imports made with forced labor, with 12.5 percent the rate for all investigated economies not given a lower one.","Office of the United States Trade Representative. (2026, July 23). USTR takes action in forced labor Section 301 investigations [Press release]. USTR.",https://ustr.gov/about/policy-offices/press-office/press-releases/2026/july/ustr-takes-action-forced-labor-section-301-investigations,2026-09-15,,,12.5 percent is the appropriate rate of Section 301 duty for all other investigated economies
VN-96,political weather,Vietnam,"Under the Section 301 forced-labor action, a flat 12.5% US tariff applies to products of Vietnam from 24 July 2026, the day the Section 122 surcharge expired.",Global Trade Alert. (2026). US Section 301 forced labour investigations: Vietnam [Country sheet]. Global Trade Alert.,https://ricardo-dashboard.s3.eu-west-1.amazonaws.com/reports/forced-labour-section-301-final-action/economies/S301-FL_Vietnam.pdf,2026-09-15,,,the Trade Representative has determined to impose 12.5 percent tariffs on products of Vietnam
SG-96,political weather,Singapore,"Under the same Section 301 forced-labor action, a 12.5% US tariff applies to products of Singapore from 24 July 2026, replacing the 10% rate it faced in 2025.",Global Trade Alert. (2026). US Section 301 forced labour investigations: Vietnam [Country sheet]. Global Trade Alert.,https://ricardo-dashboard.s3.eu-west-1.amazonaws.com/reports/forced-labour-section-301-final-action/economies/S301-FL_Vietnam.pdf,2026-09-15,,,the Trade Representative has determined to impose 12.5 percent tariffs on products of Singapore
SG-97,at a glance,Singapore,On 15 September 2026 one US dollar was worth about 1.27 Singapore dollars at the mid-market rate (1.27268).,"Xe.com. (2026, September 15). USD to SGD currency converter. Xe.",https://www.xe.com/currencyconverter/convert/?Amount=1&From=USD&To=SGD,2026-09-15,,,"1 USD = 1.27268 SGD Sep 15, 2026, 09:03 UTC"
SG-98,at a glance,Singapore,"Singapore's GDP per capita was about US$98,814 in 2025, in current US dollars, per World Bank data.",World Bank. (n.d.). GDP per capita (current US$) - Singapore. World Bank Open Data.,https://data.worldbank.org/indicator/NY.GDP.PCAP.CD?locations=SG,2026-09-15,,,GDP per capita (current US$) - Singapore
US-1,at a glance,United States,"The US resident population reached 341.8 million on July 1, 2025, per the Census Bureau's Vintage 2025 estimates.","U.S. Census Bureau. (2026, January 27). U.S. population growth slows due to historic decline in net international migration. U.S. Census Bureau.",https://www.census.gov/newsroom/press-releases/2026/population-growth-slows.html,2026-09-15,,,the U.S. population grew by 1.8 million (or 0.5%) to reach 341.8 million
US-2,at a glance,United States,"US GDP per capita was about US$90,027 in 2025, in current US dollars, per World Bank data.",World Bank. (n.d.). GDP per capita (current US$) - United States. World Bank Open Data.,https://data.worldbank.org/indicator/NY.GDP.PCAP.CD?locations=US,2026-09-15,,,GDP per capita (current US$) - United States
SG-99,need to know,Singapore,"Singapore's mean daily maximum temperature (1991-2020) runs from 30.5°C in December to 32.4°C in April, and its mean daily minimum from 24.3°C in December and January to 25.7°C in May and June.",Meteorological Service Singapore. (n.d.). Climate of Singapore. Meteorological Service Singapore.,http://www.weather.gov.sg/climate-climate-of-singapore/,2026-09-15,,,Temperature (°C) Mean Daily Maximum 30.6 31.5 32.2 32.4 32.3 31.9 31.4 31.4 31.6 31.8 31.2 30.5
VN-97,need to know,Vietnam,"At Tan Son Nhat station, Ho Chi Minh City's mean daily maximum temperature runs from 31.6°C in December to 34.9°C in May, and its mean daily minimum from 23.1°C in February to 26.4°C in April and May.",Wikipedia contributors. (n.d.). Ho Chi Minh City. Wikipedia.,https://en.wikipedia.org/wiki/Ho_Chi_Minh_City,2026-09-15,,,Mean daily maximum °C (°F) 32.0 (89.6) 32.7 (90.9) 33.6 (92.5) 34.5 (94.1) 34.9 (94.8)
SG-100,dangers economy,Singapore,Coface currently rates Singapore A3 (satisfactory) for country risk and A1 for business climate.,"Coface. (2026). Singapore: Country file, economic risk analysis. Coface.",https://www.coface.com/news-economy-and-insights/business-risk-dashboard/country-risk-files/singapore,2026-09-15,,,Assessment Country Risk A 3 Help Business Climate A 1
SG-101,dangers economy,Singapore,"Coface downgraded Singapore's country risk from A2 to A3 in June 2025, citing heightened tariff uncertainty and its hit to global trade growth.","Coface. (2025, June 26). Coface Risk Review June 2025: The crash test of the global economy. Coface.",https://www.coface.com/content/download/82416/file/US%20Risk%20Review%20June%202025%20-%20The%20crash%20test%20of%20the%20global%20economy.pdf,2026-09-15,,,Singapore: [Downgrade from A2 to A3] Singapore's macroeconomic outlook has become less favourable as heightened tariff uncertainty
SG-102,dangers economy,Singapore,The value of Singapore's trade in goods and services is more than three times the size of its GDP.,"Coface. (2025, June 26). Coface Risk Review June 2025: The crash test of the global economy. Coface.",https://www.coface.com/content/download/82416/file/US%20Risk%20Review%20June%202025%20-%20The%20crash%20test%20of%20the%20global%20economy.pdf,2026-09-15,,,The value of Singapore's trade in goods and services is over three times the size of its GDP.
SG-103,money matters,Singapore,"Singapore's FDI inflows rose 10.8 percent to US$150,898 million in 2025, from US$136,199 million in 2024, per UNCTAD.","UN Trade and Development. (2026). World investment report 2026: International investment in a turbulent era. Country fact sheet: Singapore. UNCTAD.",https://unctad.org/system/files/non-official-document/wir_fs_sg_en.pdf,2026-09-15,,,FDI flows | Singapore | Inward | 2024: 136 199 | 2025: 150 898 | Growth rate 2024-2025: 10.8
